GONo,ABNo,Time,Vb [m3],VbT [m3],Vm [m3],VmT [m3],Diffrence,p.MP  [ bar],p.MP  [ psig],T.MP [{C],K.MP,C.MP,St.2,St.4,St.7,St.6,StSy,Ev,Check
11926,11913,"2024-12-01,22:00:00",650205.2305,650205.2305,343007,343007,0,2.08467,15.53563675,26.11,0.99828,1.98001,0,14,0,0,15,0x8104,CRC Ok
11927,11914,"2024-12-01,23:00:00",650205.2305,650205.2305,343007,343007,0,2.08464,15.53520163,25.71,0.99826,1.98269,0,14,0,0,15,0x8104,CRC Ok
11928,11915,"2024-12-02,00:00:00",650205.2305,650205.2305,343007,343007,0,2.08322,15.51460624,25.26,0.99824,1.98432,0,14,0,0,15,0x8104,CRC Ok
11929,11916,"2024-12-02,01:00:00",650205.2305,650205.2305,343007,343007,0,2.08322,15.51460624,24.84,0.99823,1.98715,0,14,0,0,15,0x8104,CRC Ok
11930,11917,"2024-12-02,02:00:00",650205.2305,650205.2305,343007,343007,0,2.08378,15.52272836,24.49,0.99821,1.99006,0,14,0,0,15,0x8104,CRC Ok
11931,11918,"2024-12-02,03:00:00",650205.2305,650205.2305,343007,343007,0,2.08395,15.52519401,24.19,0.9982,1.99227,0,14,0,0,15,0x8104,CRC Ok
11932,11919,"2024-12-02,04:00:00",650205.2305,650205.2305,343007,343007,0,2.08453,15.53360621,23.86,0.99818,1.9951,0,14,0,0,15,0x8104,CRC Ok
11933,11920,"2024-12-02,05:00:00",650205.2305,650205.2305,343007,343007,0,2.08442,15.5320108,23.44,0.99816,1.99787,0,14,0,0,15,0x8104,CRC Ok
11934,11921,"2024-12-02,06:00:00",650205.2305,650205.2305,343007,343007,0,2.08423,15.52925507,23,0.99814,2.00067,0,14,0,0,15,0x8104,CRC Ok
11935,11922,"2024-12-02,07:00:00",650205.2305,650205.2305,343007,343007,0,2.08392,15.5247589,22.6,0.99812,2.00312,0,14,0,0,15,0x8104,CRC Ok
11936,11923,"2024-12-02,08:00:00",650205.2305,650205.2305,343007,343007,0,2.08115,15.48458337,22.3,0.99811,2.00248,0,14,0,0,15,0x8104,CRC Ok
11937,11924,"2024-12-02,09:00:00",650205.2305,650205.2305,343007,343007,0,2.07513,15.39727049,22.22,0.99811,1.99725,0,14,0,0,15,0x8104,CRC Ok
11938,11925,"2024-12-02,10:00:00",650205.2305,650205.2305,343007,343007,0,2.0506,15.04149228,22.38,0.99814,1.97253,0,14,0,0,15,0x8104,CRC Ok
11939,11926,"2024-12-02,11:00:00",650205.2305,650205.2305,343007,343007,0,1.98408,14.0766995,22.82,0.9983,1.90537,0,14,0,0,15,0x8104,CRC Ok
11940,11927,"2024-12-02,12:00:00",650205.2305,650205.2305,343007,343007,0,1.96274,13.76718841,23.52,0.99839,1.88024,0,14,0,0,15,0x8104,CRC Ok
11941,11928,"2024-12-02,13:00:00",650205.2305,650205.2305,343007,343007,17,1.963,13.7709594,24.4,0.99843,1.87486,0,14,0,0,15,0x8104,CRC Ok
11942,11929,"2024-12-02,14:00:00",650235.021,650235.021,343024,343024,382,1.93413,13.35223469,25.34,0.99853,1.84132,0,14,0,0,15,0x8104,CRC Ok
11943,11930,"2024-12-02,15:00:00",650907.1682,650907.1682,343406,343406,586,1.89673,12.80979257,27.19,0.99868,1.79438,0,14,0,0,15,0x8104,CRC Ok
11944,11931,"2024-12-02,16:00:00",651975.1709,651975.1709,343992,343992,302,1.94743,13.54513523,27.86,0.99862,1.8383,0,14,0,0,15,0x8104,CRC Ok
11945,11932,"2024-12-02,17:00:00",652550.6403,652550.6403,344294,344294,259,2.01838,14.57417984,27.88,0.99846,1.90543,0,14,0,0,15,0x8104,CRC Ok
11946,11933,"2024-12-02,18:00:00",653036.4989,653036.4989,344553,344553,0,2.00662,14.40361516,27.81,0.9985,1.89471,0,14,0,0,15,0x8104,CRC Ok
11947,11934,"2024-12-02,19:00:00",653036.4989,653036.4989,344553,344553,0,2.08392,15.5247589,27.5,0.99834,1.97,0,14,0,0,15,0x8104,CRC Ok
11948,11935,"2024-12-02,20:00:00",653036.4989,653036.4989,344553,344553,0,2.08241,15.50285816,27,0.99833,1.97192,0,14,0,0,15,0x8104,CRC Ok
11949,11936,"2024-12-02,21:00:00",653036.4989,653036.4989,344553,344553,0,2.08207,15.49792687,26.51,0.99831,1.97483,0,14,0,0,15,0x8104,CRC Ok
11950,11937,"2024-12-02,22:00:00",653036.4989,653036.4989,344553,344553,0,2.08165,15.49183527,26.06,0.99829,1.97743,0,14,0,0,15,0x8104,CRC Ok
11951,11938,"2024-12-02,23:00:00",653036.4989,653036.4989,344553,344553,287,2.08227,15.50082763,25.64,0.99827,1.98089,0,14,0,0,15,0x8104,CRC Ok
11952,11939,"2024-12-03,00:00:00",653604.4801,653604.4801,344840,344840,296,2.10363,15.81062879,26.77,0.99828,1.99369,0,14,0,0,15,0x8104,CRC Ok
11953,11940,"2024-12-03,01:00:00",654190.9406,654190.9406,345136,345136,280,2.09075,15.62381985,27.3,0.99832,1.97782,0,14,0,0,15,0x8104,CRC Ok
11954,11941,"2024-12-03,02:00:00",654746.2636,654746.2636,345416,345416,298,2.091,15.6274458,27.18,0.9983,1.97889,0,14,0,0,15,0x8104,CRC Ok
11955,11942,"2024-12-03,03:00:00",655337.3673,655337.3673,345714,345714,298,2.09599,15.69981976,27.07,0.99831,1.98432,0,14,0,0,15,0x8104,CRC Ok
11956,11943,"2024-12-03,04:00:00",655928.9543,655928.9543,346012,346012,299,2.09599,15.69981976,27.01,0.99829,1.98475,0,14,0,0,15,0x8104,CRC Ok
11957,11944,"2024-12-03,05:00:00",656522.3892,656522.3892,346311,346311,169,2.09906,15.74434643,26.98,0.9983,1.98785,0,14,0,0,15,0x8104,CRC Ok
11958,11945,"2024-12-03,06:00:00",656856.5573,656856.5573,346480,346480,302,2.14988,16.48142954,26.73,0.99819,2.03797,0,14,0,0,15,0x8104,CRC Ok
11959,11946,"2024-12-03,07:00:00",657452.5326,657452.5326,346782,346782,296,2.08792,15.5827741,26.98,0.99831,1.97729,0,14,0,0,15,0x8104,CRC Ok
11960,11947,"2024-12-03,08:00:00",658026.9392,658026.9392,347078,347078,298,2.04788,15.00204194,27.19,0.99839,1.93785,0,14,0,0,15,0x8104,CRC Ok
11961,11948,"2024-12-03,09:00:00",658576.4161,658576.4161,347376,347376,297,1.95045,13.58893671,27.29,0.99857,1.84472,0,14,0,0,15,0x8104,CRC Ok
11962,11949,"2024-12-03,10:00:00",659087.6644,659087.6644,347673,347673,295,1.82161,11.72026712,27.39,0.99881,1.72187,0,14,0,0,15,0x8104,CRC Ok
11963,11950,"2024-12-03,11:00:00",659584.9337,659584.9337,347968,347968,296,1.78558,11.1976952,27.51,0.9989,1.68697,0,14,0,0,15,0x8104,CRC Ok
11964,11951,"2024-12-03,12:00:00",660095.2105,660095.2105,348264,348264,295,1.8273,11.80279374,27.68,0.99882,1.72556,0,14,0,0,15,0x8104,CRC Ok
11965,11952,"2024-12-03,13:00:00",660601.132,660601.132,348559,348559,294,1.81495,11.62367181,27.8,0.99883,1.71319,0,14,0,0,15,0x8104,CRC Ok
11966,11953,"2024-12-03,14:00:00",661106.4549,661106.4549,348853,348853,294,1.81968,11.69227478,27.88,0.99885,1.71718,0,14,0,0,15,0x8104,CRC Ok
11967,11954,"2024-12-03,15:00:00",661622.5194,661622.5194,349147,349147,293,1.85946,12.26923595,27.88,0.99877,1.75486,0,14,0,0,15,0x8104,CRC Ok
11968,11955,"2024-12-03,16:00:00",662169.2419,662169.2419,349440,349440,293,1.97543,13.95124163,27.86,0.99857,1.86481,0,14,0,0,15,0x8104,CRC Ok
11969,11956,"2024-12-03,17:00:00",662728.7632,662728.7632,349733,349733,284,2.01849,14.57577526,27.82,0.99846,1.90591,0,14,0,0,15,0x8104,CRC Ok
11970,11957,"2024-12-03,18:00:00",663258.8121,663258.8121,350017,350017,0,1.98503,14.09047811,27.74,0.99853,1.87467,0,14,0,0,15,0x8104,CRC Ok
11971,11958,"2024-12-03,19:00:00",663258.8121,663258.8121,350017,350017,0,2.08759,15.57798784,27.45,0.99834,1.97384,0,14,0,0,15,0x8104,CRC Ok
11972,11959,"2024-12-03,20:00:00",663258.8121,663258.8121,350017,350017,0,2.08428,15.52998026,26.95,0.99832,1.97403,0,14,0,0,15,0x8104,CRC Ok
11973,11960,"2024-12-03,21:00:00",663258.8121,663258.8121,350017,350017,0,2.08411,15.52751462,26.45,0.9983,1.97717,0,14,0,0,15,0x8104,CRC Ok
11974,11961,"2024-12-03,22:00:00",663258.8121,663258.8121,350017,350017,0,2.08437,15.53128561,25.95,0.99828,1.98079,0,14,0,0,15,0x8104,CRC Ok
11975,11962,"2024-12-03,23:00:00",663258.8121,663258.8121,350017,350017,290,2.08428,15.52998026,25.44,0.99825,1.98416,0,14,0,0,15,0x8104,CRC Ok
11976,11963,"2024-12-04,00:00:00",663834.3332,663834.3332,350307,350307,298,2.09156,15.63556793,26.63,0.99829,1.98311,0,14,0,0,15,0x8104,CRC Ok
11977,11964,"2024-12-04,01:00:00",664425.0592,664425.0592,350605,350605,300,2.09481,15.68270528,27.17,0.99832,1.98254,0,14,0,0,15,0x8104,CRC Ok
11978,11965,"2024-12-04,02:00:00",665019.9877,665019.9877,350905,350905,300,2.09778,15.72578156,27.07,0.99831,1.98604,0,14,0,0,15,0x8104,CRC Ok
11979,11966,"2024-12-04,03:00:00",665615.5796,665615.5796,351205,351205,250,2.09705,15.71519379,26.95,0.99829,1.98618,0,14,0,0,15,0x8104,CRC Ok
11980,11967,"2024-12-04,04:00:00",666112.2965,666112.2965,351455,351455,301,2.12242,16.0831552,26.76,0.99824,2.01158,0,14,0,0,15,0x8104,CRC Ok
11981,11968,"2024-12-04,05:00:00",666709.853,666709.853,351756,351756,208,2.09604,15.70054495,26.76,0.99828,1.98649,0,14,0,0,15,0x8104,CRC Ok
11982,11969,"2024-12-04,06:00:00",667123.2578,667123.2578,351964,351964,270,2.14188,16.36539914,26.68,0.99819,2.03072,0,14,0,0,15,0x8104,CRC Ok
11983,11970,"2024-12-04,07:00:00",667657.6472,667657.6472,352234,352234,295,2.12146,16.06923155,26.69,0.99823,2.01121,0,14,0,0,15,0x8104,CRC Ok
11984,11971,"2024-12-04,08:00:00",668227.7133,668227.7133,352529,352529,298,2.04962,15.02727856,27.07,0.99838,1.94032,0,14,0,0,15,0x8104,CRC Ok
11985,11972,"2024-12-04,09:00:00",668786.7635,668786.7635,352827,352827,296,1.99413,14.22246269,27.13,0.99849,1.88721,0,14,0,0,15,0x8104,CRC Ok
11986,11973,"2024-12-04,10:00:00",669315.1607,669315.1607,353123,353123,296,1.8958,12.79630404,27.22,0.99868,1.79326,0,14,0,0,15,0x8104,CRC Ok
11987,11974,"2024-12-04,11:00:00",669836.7432,669836.7432,353419,353419,294,1.87276,12.46213649,27.36,0.99872,1.77056,0,14,0,0,15,0x8104,CRC Ok
11988,11975,"2024-12-04,12:00:00",670347.5551,670347.5551,353713,353713,294,1.84653,12.08170181,27.49,0.99878,1.74489,0,14,0,0,15,0x8104,CRC Ok
11989,11976,"2024-12-04,13:00:00",670850.8752,670850.8752,354007,354007,294,1.81761,11.66225192,27.62,0.99884,1.71674,0,14,0,0,15,0x8104,CRC Ok
11990,11977,"2024-12-04,14:00:00",671360.1438,671360.1438,354301,354301,295,1.83667,11.93869435,27.67,0.99881,1.73448,0,14,0,0,15,0x8104,CRC Ok
11991,11978,"2024-12-04,15:00:00",671878.1345,671878.1345,354596,354596,294,1.86215,12.30825117,27.68,0.99876,1.75855,0,14,0,0,15,0x8104,CRC Ok
11992,11979,"2024-12-04,16:00:00",672410.2719,672410.2719,354890,354890,293,1.92176,13.17282269,27.67,0.99867,1.81511,0,14,0,0,15,0x8104,CRC Ok
11993,11980,"2024-12-04,17:00:00",672963.9997,672963.9997,355183,355183,289,2.00527,14.38403503,27.63,0.99849,1.89457,0,14,0,0,15,0x8104,CRC Ok
11994,11981,"2024-12-04,18:00:00",673501.1664,673501.1664,355472,355472,0,1.98052,14.02506598,27.55,0.99854,1.87158,0,14,0,0,15,0x8104,CRC Ok
11995,11982,"2024-12-04,19:00:00",673501.1664,673501.1664,355472,355472,0,2.07765,15.43382007,27.18,0.99835,1.96619,0,14,0,0,15,0x8104,CRC Ok
11996,11983,"2024-12-04,20:00:00",673501.1664,673501.1664,355472,355472,0,2.08846,15.59060615,26.55,0.9983,1.98068,0,14,0,0,15,0x8104,CRC Ok
11997,11984,"2024-12-04,21:00:00",673501.1664,673501.1664,355472,355472,0,2.08773,15.58001837,25.96,0.99827,1.98395,0,14,0,0,15,0x8104,CRC Ok
11998,11985,"2024-12-04,22:00:00",673501.1664,673501.1664,355472,355472,0,2.0873,15.57378174,25.43,0.99825,1.98708,0,14,0,0,15,0x8104,CRC Ok
11999,11986,"2024-12-04,23:00:00",673501.1664,673501.1664,355472,355472,292,2.08745,15.57595731,24.96,0.99822,1.99039,0,14,0,0,15,0x8104,CRC Ok
12000,11987,"2024-12-05,00:00:00",674080.1201,674080.1201,355764,355764,300,2.08871,15.5942321,26.44,0.99828,1.98164,0,14,0,0,15,0x8104,CRC Ok
12001,11988,"2024-12-05,01:00:00",674673.7149,674673.7149,356064,356064,265,2.08719,15.57218632,27.12,0.99831,1.97568,0,14,0,0,15,0x8104,CRC Ok
12002,11989,"2024-12-05,02:00:00",675198.2471,675198.2471,356329,356329,299,2.1185,16.0263003,27.05,0.99828,2.00582,0,14,0,0,15,0x8104,CRC Ok
12003,11990,"2024-12-05,03:00:00",675791.5186,675791.5186,356628,356628,299,2.10018,15.76059068,26.99,0.99829,1.98885,0,14,0,0,15,0x8104,CRC Ok
12004,11991,"2024-12-05,04:00:00",676384.9637,676384.9637,356927,356927,299,2.09279,15.6534076,26.94,0.99828,1.9822,0,14,0,0,15,0x8104,CRC Ok
12005,11992,"2024-12-05,05:00:00",676978.2573,676978.2573,357226,357226,218,2.09366,15.66602591,26.91,0.9983,1.98323,0,14,0,0,15,0x8104,CRC Ok
12006,11993,"2024-12-05,06:00:00",677410.598,677410.598,357444,357444,302,2.1239,16.10462082,26.78,0.99823,2.01284,0,14,0,0,15,0x8104,CRC Ok
12007,11994,"2024-12-05,07:00:00",678006.2012,678006.2012,357746,357746,252,2.08117,15.48487345,26.93,0.99832,1.97117,0,14,0,0,15,0x8104,CRC Ok
12008,11995,"2024-12-05,08:00:00",678465.212,678465.212,357998,357998,299,1.94536,13.51511237,26.94,0.99857,1.84206,0,14,0,0,15,0x8104,CRC Ok
12009,11996,"2024-12-05,09:00:00",678994.1315,678994.1315,358297,358297,298,1.86876,12.40412129,27.05,0.99873,1.76857,0,14,0,0,15,0x8104,CRC Ok
12010,11997,"2024-12-05,10:00:00",679491.7913,679491.7913,358595,358595,297,1.76853,10.95040541,27.18,0.9989,1.6727,0,14,0,0,15,0x8104,CRC Ok
12011,11998,"2024-12-05,11:00:00",679974.568,679974.568,358892,358892,297,1.71963,10.24116959,27.29,0.99899,1.62573,0,14,0,0,15,0x8104,CRC Ok
12012,11999,"2024-12-05,12:00:00",680448.9774,680448.9774,359189,359189,296,1.68897,9.796483086,27.41,0.99906,1.59601,0,14,0,0,15,0x8104,CRC Ok
12013,12000,"2024-12-05,13:00:00",680913.0861,680913.0861,359485,359485,296,1.6607,9.38646066,27.54,0.99912,1.56853,0,14,0,0,15,0x8104,CRC Ok
12014,12001,"2024-12-05,14:00:00",681376.1309,681376.1309,359781,359781,296,1.65681,9.330040878,27.62,0.99914,1.56434,0,14,0,0,15,0x8104,CRC Ok
12015,12002,"2024-12-05,15:00:00",681846.4102,681846.4102,360077,360077,297,1.68214,9.697422132,27.64,0.9991,1.58823,0,14,0,0,15,0x8104,CRC Ok
12016,12003,"2024-12-05,16:00:00",682334.5521,682334.5521,360374,360374,290,1.74026,10.54038299,27.64,0.99899,1.64332,0,14,0,0,15,0x8104,CRC Ok
12017,12004,"2024-12-05,17:00:00",682834.9904,682834.9904,360664,360664,284,1.83628,11.93303786,27.62,0.99881,1.73444,0,14,0,0,15,0x8104,CRC Ok
12018,12005,"2024-12-05,18:00:00",683320.8905,683320.8905,360948,360948,0,1.82318,11.74303808,27.54,0.99883,1.72248,0,14,0,0,15,0x8104,CRC Ok
12019,12006,"2024-12-05,19:00:00",683320.8905,683320.8905,360948,360948,0,2.07171,15.3476675,27.21,0.99837,1.96035,0,14,0,0,15,0x8104,CRC Ok
12020,12007,"2024-12-05,20:00:00",683320.8905,683320.8905,360948,360948,0,2.09545,15.69198771,26.64,0.99829,1.98673,0,14,0,0,15,0x8104,CRC Ok
12021,12008,"2024-12-05,21:00:00",683320.8905,683320.8905,360948,360948,0,2.09226,15.64572059,26.05,0.99827,1.98764,0,14,0,0,15,0x8104,CRC Ok
12022,12009,"2024-12-05,22:00:00",683320.8905,683320.8905,360948,360948,0,2.09139,15.63310228,25.45,0.99824,1.99085,0,14,0,0,15,0x8104,CRC Ok
12023,12010,"2024-12-05,23:00:00",683320.8905,683320.8905,360948,360948,287,2.09153,15.63513281,24.89,0.99821,1.99481,0,14,0,0,15,0x8104,CRC Ok
12024,12011,"2024-12-06,00:00:00",683891.0841,683891.0841,361235,361235,295,2.09657,15.70823197,26.29,0.99827,1.99012,0,14,0,0,15,0x8104,CRC Ok
12025,12012,"2024-12-06,01:00:00",684477.2836,684477.2836,361530,361530,292,2.09682,15.71185792,27.01,0.9983,1.98552,0,14,0,0,15,0x8104,CRC Ok
12026,12013,"2024-12-06,02:00:00",685057.3975,685057.3975,361822,361822,303,2.09419,15.67371292,26.94,0.99829,1.98352,0,14,0,0,15,0x8104,CRC Ok
12027,12014,"2024-12-06,03:00:00",685658.6716,685658.6716,362125,362125,303,2.09517,15.68792665,26.84,0.99831,1.98506,0,14,0,0,15,0x8104,CRC Ok
12028,12015,"2024-12-06,04:00:00",686260.8135,686260.8135,362428,362428,303,2.091,15.6274458,26.76,0.9983,1.98166,0,14,0,0,15,0x8104,CRC Ok
12029,12016,"2024-12-06,05:00:00",686862.4619,686862.4619,362731,362731,83,2.09506,15.68633123,26.72,0.99828,1.98585,0,14,0,0,15,0x8104,CRC Ok
12030,12017,"2024-12-06,06:00:00",687027.8236,687027.8236,362814,362814,226,2.19748,17.17181042,26.14,0.99806,2.08742,0,14,0,0,15,0x8104,CRC Ok
12031,12018,"2024-12-06,07:00:00",687477.9283,687477.9283,363040,363040,282,2.12941,16.18453676,26.24,0.99819,2.02184,0,14,0,0,15,0x8104,CRC Ok
12032,12019,"2024-12-06,08:00:00",688009.5382,688009.5382,363322,363322,300,2.00653,14.40230981,26.74,0.99844,1.9015,0,14,0,0,15,0x8104,CRC Ok
12033,12020,"2024-12-06,09:00:00",688539.1023,688539.1023,363622,363622,299,1.86316,12.32290001,26.86,0.99871,1.76441,0,14,0,0,15,0x8104,CRC Ok
12034,12021,"2024-12-06,10:00:00",689052.8746,689052.8746,363921,363921,296,1.81529,11.6286031,27.01,0.9988,1.71809,0,14,0,0,15,0x8104,CRC Ok
12035,12022,"2024-12-06,11:00:00",689536.215,689536.215,364217,364217,296,1.72746,10.35473435,27.18,0.99898,1.63374,0,14,0,0,15,0x8104,CRC Ok
12036,12023,"2024-12-06,12:00:00",690001.3755,690001.3755,364513,364513,295,1.66338,9.425330844,27.33,0.9991,1.57216,0,14,0,0,15,0x8104,CRC Ok
12037,12024,"2024-12-06,13:00:00",690456.1295,690456.1295,364808,364808,296,1.63318,8.987316084,27.45,0.99917,1.54292,0,14,0,0,15,0x8104,CRC Ok
12038,12025,"2024-12-06,14:00:00",690940.6725,690940.6725,365104,365104,297,1.73038,10.39708544,27.52,0.999,1.63464,0,14,0,0,15,0x8104,CRC Ok
12039,12026,"2024-12-06,15:00:00",691435.8834,691435.8834,365401,365401,297,1.76719,10.93097032,27.52,0.99893,1.66951,0,14,0,0,15,0x8104,CRC Ok
12040,12027,"2024-12-06,16:00:00",691950.5515,691950.5515,365698,365698,298,1.83449,11.90707606,27.5,0.9988,1.73344,0,14,0,0,15,0x8104,CRC Ok
12041,12028,"2024-12-06,17:00:00",692475.3757,692475.3757,365996,365996,298,1.8626,12.31477788,27.45,0.99874,1.76036,0,14,0,0,15,0x8104,CRC Ok
12042,12029,"2024-12-06,18:00:00",692995.0246,692995.0246,366294,366294,12,1.84222,12.01919044,27.36,0.99879,1.74158,0,14,0,0,15,0x8104,CRC Ok
12043,12030,"2024-12-06,19:00:00",693015.9934,693015.9934,366306,366306,0,2.07944,15.45978187,26.88,0.99833,1.96992,0,14,0,0,15,0x8104,CRC Ok
12044,12031,"2024-12-06,20:00:00",693015.9934,693015.9934,366306,366306,0,2.10136,15.77770517,26.03,0.99825,1.99647,0,14,0,0,15,0x8104,CRC Ok
12045,12032,"2024-12-06,21:00:00",693015.9934,693015.9934,366306,366306,0,2.09904,15.74405635,25.28,0.99822,1.99935,0,14,0,0,15,0x8104,CRC Ok
12046,12033,"2024-12-06,22:00:00",693015.9934,693015.9934,366306,366306,0,2.09907,15.74449147,24.66,0.99819,2.00359,0,14,0,0,15,0x8104,CRC Ok
12047,12034,"2024-12-06,23:00:00",693015.9934,693015.9934,366306,366306,289,2.09834,15.73390369,24.1,0.99816,2.00667,0,14,0,0,15,0x8104,CRC Ok
12048,12035,"2024-12-07,00:00:00",693592.8262,693592.8262,366595,366595,286,2.10192,15.7858273,25.93,0.99824,1.99767,0,14,0,0,15,0x8104,CRC Ok
12049,12036,"2024-12-07,01:00:00",694161.8728,694161.8728,366881,366881,301,2.11323,15.94986527,26.8,0.99826,2.00259,0,14,0,0,15,0x8104,CRC Ok
12050,12037,"2024-12-07,02:00:00",694760.3984,694760.3984,367182,367182,302,2.09859,15.73752964,26.77,0.99828,1.98886,0,14,0,0,15,0x8104,CRC Ok
12051,12038,"2024-12-07,03:00:00",695361.5267,695361.5267,367484,367484,94,2.09971,15.7537739,26.66,0.99828,1.99065,0,14,0,0,15,0x8104,CRC Ok
12052,12039,"2024-12-07,04:00:00",695550.0011,695550.0011,367578,367578,18,2.12127,16.06647583,26.11,0.99821,2.01493,0,14,0,0,15,0x8104,CRC Ok
12053,12040,"2024-12-07,05:00:00",695585.8958,695585.8958,367596,367596,80,2.10565,15.83992647,24.83,0.99818,2.0087,0,14,0,0,15,0x8104,CRC Ok
12054,12041,"2024-12-07,06:00:00",695745.4712,695745.4712,367676,367676,266,2.12331,16.09606358,24.64,0.99814,2.02693,0,14,0,0,15,0x8104,CRC Ok
12055,12042,"2024-12-07,07:00:00",696274.0929,696274.0929,367942,367942,300,2.09949,15.75058306,25.87,0.99824,1.99581,0,14,0,0,15,0x8104,CRC Ok
12056,12043,"2024-12-07,08:00:00",696866.074,696866.074,368242,368242,266,2.08507,15.54143827,26.61,0.99832,1.97703,0,14,0,0,15,0x8104,CRC Ok
12057,12044,"2024-12-07,09:00:00",697385.1062,697385.1062,368508,368508,299,2.08283,15.50894975,26.75,0.9983,1.974,0,14,0,0,15,0x8104,CRC Ok
12058,12045,"2024-12-07,10:00:00",697951.1403,697951.1403,368807,368807,298,1.99976,14.30411909,26.93,0.99846,1.8938,0,14,0,0,15,0x8104,CRC Ok
12059,12046,"2024-12-07,11:00:00",698481.7131,698481.7131,369105,369105,293,1.88312,12.61239586,27.06,0.99868,1.78222,0,14,0,0,15,0x8104,CRC Ok
12060,12047,"2024-12-07,12:00:00",698987.3866,698987.3866,369398,369398,420,1.8229,11.73897702,27.19,0.99881,1.72426,0,14,0,0,15,0x8104,CRC Ok
12061,12048,"2024-12-07,13:00:00",699704.3855,699704.3855,369818,369818,426,1.80244,11.44222927,27.29,0.99884,1.70428,0,14,0,0,15,0x8104,CRC Ok
12062,12049,"2024-12-07,14:00:00",700436.1295,700436.1295,370244,370244,280,1.81943,11.68864883,27.34,0.99883,1.72005,0,14,0,0,15,0x8104,CRC Ok
12063,12050,"2024-12-07,15:00:00",700954.3588,700954.3588,370524,370524,290,1.95521,13.6579748,27.35,0.99858,1.84881,0,14,0,0,15,0x8104,CRC Ok
12064,12051,"2024-12-07,16:00:00",701510.0322,701510.0322,370814,370814,301,2.03456,14.80885133,27.32,0.99843,1.92433,0,14,0,0,15,0x8104,CRC Ok
12065,12052,"2024-12-07,17:00:00",702093.8264,702093.8264,371115,371115,300,2.04777,15.00044653,27.27,0.9984,1.93719,0,14,0,0,15,0x8104,CRC Ok
12066,12053,"2024-12-07,18:00:00",702671.2142,702671.2142,371415,371415,1,2.03724,14.84772151,27.18,0.99843,1.92779,0,14,0,0,15,0x8104,CRC Ok
12067,12054,"2024-12-07,19:00:00",702673.2306,702673.2306,371416,371416,0,2.10245,15.79351431,26.64,0.99827,1.99337,0,14,0,0,15,0x8104,CRC Ok
12068,12055,"2024-12-07,20:00:00",702673.2306,702673.2306,371416,371416,0,2.08893,15.59742293,25.76,0.99826,1.98644,0,14,0,0,15,0x8104,CRC Ok
12069,12056,"2024-12-07,21:00:00",702673.2306,702673.2306,371416,371416,0,2.08921,15.601484,24.98,0.99822,1.99195,0,14,0,0,15,0x8104,CRC Ok
12070,12057,"2024-12-07,22:00:00",702673.2306,702673.2306,371416,371416,0,2.09011,15.61453742,24.3,0.99819,1.99743,0,14,0,0,15,0x8104,CRC Ok
12071,12058,"2024-12-07,23:00:00",702673.2306,702673.2306,371416,371416,292,2.09061,15.62178932,23.72,0.99816,2.00186,0,14,0,0,15,0x8104,CRC Ok
12072,12059,"2024-12-08,00:00:00",703255.5497,703255.5497,371708,371708,300,2.094,15.6709572,25.67,0.99824,1.99191,0,14,0,0,15,0x8104,CRC Ok
12073,12060,"2024-12-08,01:00:00",703852.5125,703852.5125,372008,372008,300,2.09851,15.73636934,26.53,0.99827,1.99037,0,14,0,0,15,0x8104,CRC Ok
12074,12061,"2024-12-08,02:00:00",704449.705,704449.705,372308,372308,301,2.09904,15.74405635,26.49,0.99826,1.99116,0,14,0,0,15,0x8104,CRC Ok
12075,12062,"2024-12-08,03:00:00",705049.1203,705049.1203,372609,372609,277,2.098,15.7289724,26.39,0.99825,1.99083,0,14,0,0,15,0x8104,CRC Ok
12076,12063,"2024-12-08,04:00:00",705600.6131,705600.6131,372886,372886,303,2.09951,15.75087314,26.28,0.99824,1.99307,0,14,0,0,15,0x8104,CRC Ok
12077,12064,"2024-12-08,05:00:00",706202.9483,706202.9483,373189,373189,266,2.0917,15.63759846,26.23,0.99826,1.98592,0,14,0,0,15,0x8104,CRC Ok
12078,12065,"2024-12-08,06:00:00",706731.5083,706731.5083,373455,373455,267,2.09554,15.69329305,26.19,0.99825,1.98984,0,14,0,0,15,0x8104,CRC Ok
12079,12066,"2024-12-08,07:00:00",707261.4056,707261.4056,373722,373722,299,2.10164,15.78176623,26.26,0.99826,1.99517,0,14,0,0,15,0x8104,CRC Ok
12080,12067,"2024-12-08,08:00:00",707851.218,707851.218,374021,374021,298,2.07588,15.40814834,26.5,0.99831,1.96907,0,14,0,0,15,0x8104,CRC Ok
12081,12068,"2024-12-08,09:00:00",708415.9199,708415.9199,374319,374319,296,1.99822,14.28178324,26.63,0.99845,1.89428,0,14,0,0,15,0x8104,CRC Ok
12082,12069,"2024-12-08,10:00:00",708942.5652,708942.5652,374615,374615,296,1.87987,12.56525851,26.72,0.99868,1.78116,0,14,0,0,15,0x8104,CRC Ok
12083,12070,"2024-12-08,11:00:00",709464.0334,709464.0334,374911,374911,295,1.85857,12.25632757,26.82,0.99874,1.76029,0,14,0,0,15,0x8104,CRC Ok
12084,12071,"2024-12-08,12:00:00",709977.6711,709977.6711,375206,375206,295,1.83637,11.93434321,26.94,0.99877,1.73847,0,14,0,0,15,0x8104,CRC Ok
12085,12072,"2024-12-08,13:00:00",710487.9798,710487.9798,375501,375501,296,1.82662,11.79293116,27.04,0.99878,1.72864,0,14,0,0,15,0x8104,CRC Ok
